REGIONE,PROVINCIA,QUESITO,Campo calcolato 1,SUM of NUM_REFERENDUM,SUM of ELETTORI,SUM of ELETTORI_MASCHI,SUM of ELETTORI_F,SUM of VOTANTI,SUM of VOTANTI_MASCHI,SUM of VOTANTI_F,SUM of VOTI_SI,SUM of VOTI_NO,SUM of SCHEDE_BIANCHE
,,Concessioni televisive nazionali,50.35%,0,"369,167.00","177,764.00","191,403.00","185,865.00","94,830.00","91,035.00","48,291.00","118,676.00","12,381.00"
,,Contrattazione pubblico impiego,49.76%,3,"369,167.00","177,764.00","191,403.00","183,701.00","94,200.00","89,501.00","85,396.00","56,359.00","33,669.00"
,,Interruzioni pubblicitarie,50.08%,0,"369,167.00","177,764.00","191,403.00","184,873.00","94,829.00","90,044.00","49,782.00","118,008.00","11,840.00"
,,Legge elettorale comuni,49.74%,8,"369,167.00","177,764.00","191,403.00","183,617.00","94,179.00","89,438.00","78,377.00","66,278.00","31,596.00"
,,Orari esercizi commerciali,49.75%,9,"369,167.00","177,764.00","191,403.00","183,658.00","94,196.00","89,462.00","60,540.00","89,087.00","27,275.00"
,,Privatizzazione RAI,49.75%,5,"369,167.00","177,764.00","191,403.00","183,667.00","94,214.00","89,453.00","66,593.00","81,027.00","28,987.00"
,,Raccolta pubblicita' radiotelevisiva,50.08%,0,"369,167.00","177,764.00","191,403.00","184,870.00","94,862.00","90,008.00","48,329.00","118,960.00","12,075.00"
,,Rappresentanze sindacali (richiesta massimale),49.71%,1,"369,167.00","177,764.00","191,403.00","183,513.00","94,124.00","89,389.00","79,147.00","66,115.00","29,558.00"
,,Rappresentanze sindacali (richiesta minimale),49.70%,2,"369,167.00","177,764.00","191,403.00","183,482.00","94,097.00","89,385.00","83,151.00","59,351.00","32,936.00"
,,Soggiorno cautelare,49.75%,4,"369,167.00","177,764.00","191,403.00","183,657.00","94,119.00","89,538.00","68,325.00","74,676.00","32,678.00"
,,Trattenute contributi sindacali,49.74%,7,"369,167.00","177,764.00","191,403.00","183,621.00","94,186.00","89,435.00","87,669.00","58,527.00","30,161.00"
,Trapani Total,,49.85%,45,"4,430,004.00","2,133,168.00","2,296,836.00","2,208,204.00","1,131,989.00","1,076,215.00","814,585.00","991,713.00","315,434.00"
SICILIA Total,,,48.61%,405,"52,207,356.00","25,304,748.00","26,902,608.00","25,375,745.00","12,880,163.00","12,495,582.00","9,359,131.00","11,931,669.00","3,014,967.00"
TOSCANA,Arezzo,Autorizzazione al commercio,61.88%,6,"269,398.00","130,028.00","139,370.00","166,691.00","84,707.00","81,984.00","44,878.00","103,241.00","16,354.00"
,,Concessioni televisive nazionali,62.97%,0,"269,398.00","130,028.00","139,370.00","169,628.00","86,238.00","83,390.00","85,065.00","77,769.00","5,137.00"
,,Contrattazione pubblico impiego,57.87%,3,"269,398.00","130,028.00","139,370.00","155,897.00","79,240.00","76,657.00","102,804.00","43,264.00","18,097.00"
,,Interruzioni pubblicitarie,62.99%,0,"269,398.00","130,028.00","139,370.00","169,706.00","86,215.00","83,491.00","86,989.00","75,895.00","5,339.00"
,,Legge elettorale comuni,62.03%,8,"269,398.00","130,028.00","139,370.00","167,109.00","84,935.00","82,174.00","63,215.00","84,675.00","16,942.00"
,,Orari esercizi commerciali,62.01%,9,"269,398.00","130,028.00","139,370.00","167,062.00","84,883.00","82,179.00","47,532.00","103,081.00","14,341.00"
,,Privatizzazione RAI,62.08%,5,"269,398.00","130,028.00","139,370.00","167,247.00","85,051.00","82,196.00","84,525.00","59,723.00","13,670.00"
,,Raccolta pubblicita' radiotelevisiva,62.91%,0,"269,398.00","130,028.00","139,370.00","169,484.00","86,054.00","83,430.00","85,287.00","76,846.00","5,769.00"
,,Rappresentanze sindacali (richiesta massimale),61.87%,1,"269,398.00","130,028.00","139,370.00","166,668.00","84,699.00","81,969.00","65,570.00","83,217.00","15,237.00"
,,Rappresentanze sindacali (richiesta minimale),61.80%,2,"269,398.00","130,028.00","139,370.00","166,487.00","84,576.00","81,911.00","99,001.00","47,492.00","17,396.00"
,,Soggiorno cautelare,61.80%,4,"269,398.00","130,028.00","139,370.00","166,493.00","84,634.00","81,859.00","95,071.00","45,502.00","23,041.00"
,,Trattenute contributi sindacali,59.68%,7,"269,398.00","130,028.00","139,370.00","160,779.00","81,574.00","79,205.00","74,161.00","75,955.00","14,816.00"
,Arezzo Total,,61.66%,45,"3,232,776.00","1,560,336.00","1,672,440.00","1,993,251.00","1,012,806.00","980,445.00","934,098.00","876,660.00","166,139.00"
,Firenze,Autorizzazione al commercio,67.16%,6,"804,386.00","382,425.00","421,961.00","540,189.00","265,530.00","274,659.00","144,061.00","354,764.00","37,224.00"
,,Concessioni televisive nazionali,68.73%,0,"804,386.00","382,425.00","421,961.00","552,851.00","272,010.00","280,841.00","330,156.00","207,017.00","11,289.00"
,,Contrattazione pubblico impiego,66.89%,3,"804,386.00","382,425.00","421,961.00","538,025.00","264,658.00","273,367.00","353,796.00","136,803.00","42,666.00"
,,Interruzioni pubblicitarie,68.72%,0,"804,386.00","382,425.00","421,961.00","552,802.00","271,954.00","280,848.00","331,763.00","195,991.00","10,513.00"
,,Legge elettorale comuni,67.51%,8,"804,386.00","382,425.00","421,961.00","543,035.00","267,204.00","275,831.00","184,955.00","313,397.00","37,524.00"
,,Orari esercizi commerciali,67.29%,9,"804,386.00","382,425.00","421,961.00","541,278.00","265,974.00","275,304.00","152,282.00","350,435.00","31,880.00"
,,Privatizzazione RAI,67.56%,5,"804,386.00","382,425.00","421,961.00","543,431.00","267,437.00","275,994.00","311,145.00","198,958.00","29,229.00"
,,Raccolta pubblicita' radiotelevisiva,68.68%,0,"804,386.00","382,425.00","421,961.00","552,483.00","271,730.00","280,753.00","330,880.00","203,975.00","12,496.00"
,,Rappresentanze sindacali (richiesta massimale),67.04%,1,"804,386.00","382,425.00","421,961.00","539,271.00","265,381.00","273,890.00","200,693.00","295,303.00","37,386.00"
,,Rappresentanze sindacali (richiesta minimale),66.91%,2,"804,386.00","382,425.00","421,961.00","538,194.00","264,791.00","273,403.00","338,241.00","152,896.00","41,436.00"
,,Soggiorno cautelare,66.90%,4,"804,386.00","382,425.00","421,961.00","538,111.00","264,680.00","273,431.00","300,213.00","173,223.00","59,535.00"
,,Trattenute contributi sindacali,67.30%,7,"804,386.00","382,425.00","421,961.00","541,335.00","266,341.00","274,994.00","220,911.00","278,069.00","35,380.00"
,Firenze Total,,67.56%,45,"9,652,632.00","4,589,100.00","5,063,532.00","6,521,005.00","3,207,690.00","3,313,315.00","3,199,096.00","2,860,831.00","386,558.00"
,Grosseto,Autorizzazione al commercio,63.64%,6,"183,818.00","88,162.00","95,656.00","116,975.00","57,584.00","59,391.00","31,502.00","72,139.00","11,344.00"
,,Concessioni televisive nazionali,65.08%,0,"183,818.00","88,162.00","95,656.00","119,620.00","58,946.00","60,674.00","51,378.00","63,824.00","3,124.00"
,,Contrattazione pubblico impiego,63.65%,3,"183,818.00","88,162.00","95,656.00","116,997.00","57,594.00","59,403.00","75,934.00","26,588.00","12,082.00"
,,Interruzioni pubblicitarie,65.06%,0,"183,818.00","88,162.00","95,656.00","119,587.00","58,916.00","60,671.00","52,582.00","62,923.00","2,978.00"
,,Legge elettorale comuni,63.81%,8,"183,818.00","88,162.00","95,656.00","117,302.00","57,798.00","59,504.00","52,376.00","51,578.00","11,256.00"
,,Orari esercizi commerciali,63.71%,9,"183,818.00","88,162.00","95,656.00","117,111.00","57,676.00","59,435.00","35,463.00","69,926.00","9,791.00"
,,Privatizzazione RAI,63.89%,5,"183,818.00","88,162.00","95,656.00","117,442.00","57,850.00","59,592.00","58,405.00","47,681.00","9,341.00"
,,Raccolta pubblicita' radiotelevisiva,65.03%,0,"183,818.00","88,162.00","95,656.00","119,531.00","58,891.00","60,640.00","51,609.00","63,387.00","3,227.00"
,,Rappresentanze sindacali (richiesta massimale),63.74%,1,"183,818.00","88,162.00","95,656.00","117,161.00","57,728.00","59,433.00","52,470.00","51,863.00","10,497.00"
,,Rappresentanze sindacali (richiesta minimale),63.58%,2,"183,818.00","88,162.00","95,656.00","116,880.00","57,570.00","59,310.00","73,299.00","29,474.00","11,719.00"
,,Soggiorno cautelare,63.62%,4,"183,818.00","88,162.00","95,656.00","116,950.00","57,576.00","59,374.00","70,974.00","28,880.00","14,692.00"
,,Trattenute contributi sindacali,63.85%,7,"183,818.00","88,162.00","95,656.00","117,365.00","57,831.00","59,534.00","56,507.00","48,743.00","10,104.00"
,Grosseto Total,,64.05%,45,"2,205,816.00","1,057,944.00","1,147,872.00","1,412,921.00","695,960.00","716,961.00","662,499.00","617,006.00","110,155.00"
,Livorno,Autorizzazione al commercio,67.06%,6,"291,226.00","138,766.00","152,460.00","195,310.00","96,690.00","98,620.00","47,345.00","132,868.00","13,016.00"
,,Concessioni televisive nazionali,68.23%,0,"291,226.00","138,766.00","152,460.00","198,695.00","98,475.00","100,220.00","113,102.00","80,505.00","3,439.00"
,,Contrattazione pubblico impiego,66.97%,3,"291,226.00","138,766.00","152,460.00","195,044.00","96,631.00","98,413.00","139,688.00","38,989.00","14,382.00"
,,Interruzioni pubblicitarie,68.16%,0,"291,226.00","138,766.00","152,460.00","198,512.00","98,349.00","100,163.00","114,247.00","79,704.00","3,364.00"
,,Legge elettorale comuni,67.20%,8,"291,226.00","138,766.00","152,460.00","195,712.00","96,995.00","98,717.00","64,477.00","115,289.00","13,699.00"
,,Orari esercizi commerciali,67.18%,9,"291,226.00","138,766.00","152,460.00","195,655.00","96,885.00","98,770.00","55,155.00","127,217.00","11,503.00"
,,Privatizzazione RAI,67.32%,5,"291,226.00","138,766.00","152,460.00","196,055.00","97,155.00","98,900.00","115,773.00","67,466.00","10,862.00"
,,Raccolta pubblicita' radiotelevisiva,68.13%,0,"291,226.00","138,766.00","152,460.00","198,398.00","98,334.00","100,064.00","113,508.00","79,619.00","3,949.00"
,,Rappresentanze sindacali (richiesta massimale),67.01%,1,"291,226.00","138,766.00","152,460.00","195,155.00","96,693.00","98,462.00","74,496.00","105,012.00","13,173.00"
,,Rappresentanze sindacali (richiesta minimale),66.98%,2,"291,226.00","138,766.00","152,460.00","195,066.00","96,646.00","98,420.00","134,489.00","43,936.00","14,336.00"
,,Soggiorno cautelare,66.98%,4,"291,226.00","138,766.00","152,460.00","195,068.00","96,616.00","98,452.00","111,739.00","57,833.00","2,616.00"
,,Trattenute contributi sindacali,67.24%,7,"291,226.00","138,766.00","152,460.00","195,824.00","97,033.00","98,791.00","82,038.00","99,232.00","12,595.00"
,Livorno Total,,67.37%,45,"3,494,712.00","1,665,192.00","1,829,520.00","2,354,494.00","1,166,502.00","1,187,992.00","1,166,057.00","1,027,670.00","116,934.00"
,Lucca,Autorizzazione al commercio,59.17%,6,"330,814.00","157,283.00","173,531.00","195,735.00","95,839.00","99,896.00","63,906.00","109,180.00","18,743.00"
,,Concessioni televisive nazionali,60.36%,0,"330,814.00","157,283.00","173,531.00","199,665.00","97,900.00","101,765.00","84,046.00","107,613.00","5,250.00"
,,Contrattazione pubblico impiego,59.04%,3,"330,814.00","157,283.00","173,531.00","195,320.00","95,729.00","99,591.00","110,934.00","59,730.00","20,722.00"
,,Interruzioni pubblicitarie,60.39%,0,"330,814.00","157,283.00","173,531.00","199,791.00","97,960.00","101,831.00","86,622.00","106,016.00","5,069.00"
,,Legge elettorale comuni,55.44%,8,"330,814.00","157,283.00","173,531.00","183,399.00","89,787.00","93,612.00","88,198.00","85,169.00","19,012.00"
,,Orari esercizi commerciali,59.26%,9,"330,814.00","157,283.00","173,531.00","196,056.00","95,984.00","100,072.00","69,786.00","106,561.00","16,121.00"
,,Privatizzazione RAI,59.40%,5,"330,814.00","157,283.00","173,531.00","196,494.00","96,316.00","100,178.00","89,501.00","87,609.00","15,909.00"
,,Raccolta pubblicita' radiotelevisiva,60.35%,0,"330,814.00","157,283.00","173,531.00","199,662.00","97,818.00","101,844.00","84,647.00","106,874.00","5,746.00"
,,Rappresentanze sindacali (richiesta massimale),59.10%,1,"330,814.00","157,283.00","173,531.00","195,498.00","95,789.00","99,709.00","92,620.00","80,209.00","18,282.00"
,,Rappresentanze sindacali (richiesta minimale),59.08%,2,"330,814.00","157,283.00","173,531.00","195,439.00","95,751.00","99,688.00","107,071.00","63,697.00","20,282.00"
,,Soggiorno cautelare,59.20%,4,"330,814.00","157,283.00","173,531.00","195,853.00","95,893.00","99,960.00","120,182.00","52,760.00","19,030.00"
,,Trattenute contributi sindacali,59.26%,7,"330,814.00","157,283.00","173,531.00","196,052.00","96,041.00","100,011.00","101,038.00","73,600.00","17,878.00"
,Lucca Total,,59.17%,45,"3,969,768.00","1,887,396.00","2,082,372.00","2,348,964.00","1,150,807.00","1,198,157.00","1,098,551.00","1,039,018.00","182,044.00"
,Massa-Carrara,Autorizzazione al commercio,55.66%,6,"177,689.00","84,685.00","93,004.00","98,902.00","48,557.00","50,345.00","31,457.00","55,036.00","10,027.00"
,,Concessioni televisive nazionali,56.90%,0,"177,689.00","84,685.00","93,004.00","101,104.00","49,629.00","51,475.00","45,833.00","51,076.00","2,736.00"
,,Contrattazione pubblico impiego,55.65%,3,"177,689.00","84,685.00","93,004.00","98,880.00","48,529.00","50,351.00","59,768.00","26,005.00","10,689.00"
,,Interruzioni pubblicitarie,56.88%,0,"177,689.00","84,685.00","93,004.00","101,063.00","49,607.00","51,456.00","47,236.00","50,020.00","2,584.00"
,,Legge elettorale comuni,55.75%,8,"177,689.00","84,685.00","93,004.00","99,057.00","48,696.00","50,361.00","42,301.00","44,527.00","9,901.00"
,,Orari esercizi commerciali,55.76%,9,"177,689.00","84,685.00","93,004.00","99,074.00","48,687.00","50,387.00","34,351.00","53,798.00","8,732.00"
,,Privatizzazione RAI,55.85%,5,"177,689.00","84,685.00","93,004.00","99,238.00","48,766.00","50,472.00","46,783.00","41,992.00","8,398.00"
,,Raccolta pubblicita' radiotelevisiva,56.85%,0,"177,689.00","84,685.00","93,004.00","101,019.00","49,581.00","51,438.00","46,321.00","50,284.00","2,868.00"
,,Rappresentanze sindacali (richiesta massimale),55.68%,1,"177,689.00","84,685.00","93,004.00","98,942.00","48,568.00","50,374.00","47,065.00","39,858.00","9,569.00"
,,Rappresentanze sindacali (richiesta minimale),55.61%,2,"177,689.00","84,685.00","93,004.00","98,815.00","48,551.00","50,264.00","57,778.00","28,149.00","10,367.00"
,,Soggiorno cautelare,55.70%,4,"177,689.00","84,685.00","93,004.00","98,978.00","48,605.00","50,373.00","63,570.00","22,927.00","10,206.00"
,,Trattenute contributi sindacali,55.76%,7,"177,689.00","84,685.00","93,004.00","99,076.00","48,697.00","50,379.00","47,586.00","40,378.00","8,951.00"
,Massa-Carrara Total,,56.00%,45,"2,132,268.00","1,016,220.00","1,116,048.00","1,194,148.00","586,473.00","607,675.00","570,049.00","504,050.00","95,028.00"
,Pisa,Autorizzazione al commercio,65.34%,6,"327,132.00","155,973.00","171,159.00","213,762.00","106,165.00","107,597.00","55,398.00","136,021.00","19,327.00"
,,Concessioni televisive nazionali,66.84%,0,"327,132.00","155,973.00","171,159.00","218,669.00","108,743.00","109,926.00","116,955.00","93,443.00","6,137.00"
,,Contrattazione pubblico impiego,65.22%,3,"327,132.00","155,973.00","171,159.00","213,367.00","106,033.00","107,334.00","139,277.00","49,465.00","21,217.00"
,,Interruzioni pubblicitarie,66.82%,0,"327,132.00","155,973.00","171,159.00","218,595.00","108,705.00","109,890.00","120,118.00","90,829.00","5,985.00"
,,Legge elettorale comuni,65.65%,8,"327,132.00","155,973.00","171,159.00","214,771.00","106,764.00","108,007.00","74,183.00","117,541.00","19,881.00"
,,Orari esercizi commerciali,65.40%,9,"327,132.00","155,973.00","171,159.00","213,956.00","106,245.00","107,711.00","62,217.00","132,086.00","16,869.00"
,,Privatizzazione RAI,65.75%,5,"327,132.00","155,973.00","171,159.00","215,094.00","106,891.00","108,203.00","115,896.00","80,979.00","15,507.00"
,,Raccolta pubblicita' radiotelevisiva,66.80%,0,"327,132.00","155,973.00","171,159.00","218,515.00","108,647.00","109,868.00","118,098.00","91,637.00","6,768.00"
,,Rappresentanze sindacali (richiesta massimale),65.31%,1,"327,132.00","155,973.00","171,159.00","213,645.00","106,180.00","107,465.00","85,946.00","105,288.00","18,910.00"
,,Rappresentanze sindacali (richiesta minimale),65.25%,2,"327,132.00","155,973.00","171,159.00","213,444.00","106,076.00","107,368.00","135,313.00","54,018.00","20,654.00"
,,Soggiorno cautelare,65.17%,4,"327,132.00","155,973.00","171,159.00","213,195.00","105,992.00","107,203.00","119,617.00","57,648.00","32,155.00"
,,Trattenute contributi sindacali,65.53%,7,"327,132.00","155,973.00","171,159.00","214,365.00","106,581.00","107,784.00","90,067.00","102,594.00","18,722.00"
,Pisa Total,,65.76%,45,"3,925,584.00","1,871,676.00","2,053,908.00","2,581,378.00","1,283,022.00","1,298,356.00","1,233,085.00","1,111,549.00","202,132.00"
,Pistoia,Autorizzazione al commercio,63.00%,6,"230,494.00","109,643.00","120,851.00","145,214.00","71,530.00","73,684.00","40,447.00","88,793.00","13,358.00"
,,Concessioni televisive nazionali,64.24%,0,"230,494.00","109,643.00","120,851.00","148,062.00","72,973.00","75,089.00","74,398.00","68,157.00","3,894.00"
,,Contrattazione pubblico impiego,62.92%,3,"230,494.00","109,643.00","120,851.00","145,033.00","71,478.00","73,555.00","90,638.00","36,934.00","14,643.00"
,,Interruzioni pubblicitarie,64.22%,0,"230,494.00","109,643.00","120,851.00","148,031.00","72,952.00","75,079.00","76,297.00","66,518.00","3,693.00"
,,Legge elettorale comuni,63.20%,8,"230,494.00","109,643.00","120,851.00","145,682.00","71,812.00","73,870.00","56,053.00","73,783.00","13,238.00"
,,Orari esercizi commerciali,63.08%,9,"230,494.00","109,643.00","120,851.00","145,386.00","71,588.00","73,798.00","43,940.00","87,576.00","11,565.00"
,,Privatizzazione RAI,63.24%,5,"230,494.00","109,643.00","120,851.00","145,769.00","71,965.00","73,804.00","77,280.00","55,359.00","10,763.00"
,,Raccolta pubblicita' radiotelevisiva,64.21%,0,"230,494.00","109,643.00","120,851.00","147,989.00","72,933.00","75,056.00","75,130.00","66,985.00","4,158.00"
,,Rappresentanze sindacali (richiesta massimale),62.97%,1,"230,494.00","109,643.00","120,851.00","145,147.00","71,541.00","73,606.00","58,172.00","71,033.00","12,979.00"
,,Rappresentanze sindacali (richiesta minimale),62.89%,2,"230,494.00","109,643.00","120,851.00","144,955.00","71,459.00","73,496.00","88,702.00","39,292.00","14,282.00"
,,Soggiorno cautelare,63.01%,4,"230,494.00","109,643.00","120,851.00","145,231.00","71,567.00","73,664.00","85,628.00","39,979.00","16,702.00"
,,Trattenute contributi sindacali,63.15%,7,"230,494.00","109,643.00","120,851.00","145,561.00","71,727.00","73,834.00","65,383.00","65,339.00","12,345.00"
,Pistoia Total,,63.34%,45,"2,765,928.00","1,315,716.00","1,450,212.00","1,752,060.00","863,525.00","888,535.00","832,068.00","759,748.00","131,620.00"
,Prato,Autorizzazione al commercio,62.89%,6,"183,477.00","88,386.00","95,091.00","115,381.00","57,156.00","58,225.00","32,405.00","72,855.00","8,282.00"
,,Concessioni televisive nazionali,64.06%,0,"183,477.00","88,386.00","95,091.00","117,543.00","58,332.00","59,211.00","61,916.00","52,369.00","2,166.00"
,,Contrattazione pubblico impiego,62.75%,3,"183,477.00","88,386.00","95,091.00","115,135.00","57,065.00","58,070.00","74,642.00","29,569.00","9,246.00"
,,Interruzioni pubblicitarie,64.11%,0,"183,477.00","88,386.00","95,091.00","117,618.00","58,372.00","59,246.00","64,357.00","50,296.00","2,002.00"
,,Legge elettorale comuni,63.14%,8,"183,477.00","88,386.00","95,091.00","115,843.00","57,443.00","58,400.00","46,284.00","59,517.00","8,197.00"
,,Orari esercizi commerciali,62.97%,9,"183,477.00","88,386.00","95,091.00","115,536.00","57,256.00","58,280.00","36,127.00","70,901.00","6,895.00"
,,Privatizzazione RAI,63.18%,5,"183,477.00","88,386.00","95,091.00","115,928.00","57,482.00","58,446.00","64,659.00","43,674.00","6,343.00"
,,Raccolta pubblicita' radiotelevisiva,64.10%,0,"183,477.00","88,386.00","95,091.00","117,602.00","58,382.00","59,220.00","60,297.00","51,682.00","2,379.00"
,,Rappresentanze sindacali (richiesta massimale),62.86%,1,"183,477.00","88,386.00","95,091.00","115,327.00","57,163.00","58,164.00","44,800.00","60,665.00","7,979.00"
,,Rappresentanze sindacali (richiesta minimale),62.79%,2,"183,477.00","88,386.00","95,091.00","115,201.00","57,141.00","58,060.00","71,231.00","32,938.00","8,916.00"
,,Soggiorno cautelare,62.86%,4,"183,477.00","88,386.00","95,091.00","115,329.00","57,176.00","58,153.00","66,819.00","34,377.00","11,973.00"
,,Trattenute contributi sindacali,63.05%,7,"183,477.00","88,386.00","95,091.00","115,683.00","57,373.00","58,310.00","50,894.00","55,754.00","7,611.00"
,Prato Total,,63.23%,45,"2,201,724.00","1,060,632.00","1,141,092.00","1,392,126.00","690,341.00","701,785.00","674,431.00","614,597.00","81,989.00"
,Siena,Autorizzazione al commercio,67.13%,6,"213,423.00","102,340.00","111,083.00","143,281.00","71,917.00","71,364.00","32,951.00","94,812.00","13,619.00"
,,Concessioni televisive nazionali,68.53%,0,"213,423.00","102,340.00","111,083.00","146,254.00","73,523.00","72,731.00","86,419.00","53,892.00","4,450.00"
,,Contrattazione pubblico impiego,66.98%,3,"213,423.00","102,340.00","111,083.00","142,944.00","71,826.00","71,118.00","94,217.00","32,259.00","14,237.00"
,,Interruzioni pubblicitarie,68.50%,0,"213,423.00","102,340.00","111,083.00","146,198.00","73,475.00","72,723.00","88,418.00","52,176.00","4,446.00"
,,Legge elettorale comuni,67.28%,8,"213,423.00","102,340.00","111,083.00","143,583.00","72,151.00","71,432.00","46,616.00","81,043.00","13,827.00"
,,Orari esercizi commerciali,67.14%,9,"213,423.00","102,340.00","111,083.00","143,299.00","71,930.00","71,369.00","36,470.00","92,636.00","12,294.00"
,,Privatizzazione RAI,67.33%,5,"213,423.00","102,340.00","111,083.00","143,704.00","72,205.00","71,499.00","83,095.00","47,572.00","11,244.00"
,,Raccolta pubblicita' radiotelevisiva,68.51%,0,"213,423.00","102,340.00","111,083.00","146,224.00","73,449.00","72,775.00","85,904.00","53,719.00","4,861.00"
,,Rappresentanze sindacali (richiesta massimale),67.07%,1,"213,423.00","102,340.00","111,083.00","143,138.00","71,959.00","71,179.00","47,836.00","80,064.00","12,945.00"
,,Rappresentanze sindacali (richiesta minimale),67.00%,2,"213,423.00","102,340.00","111,083.00","142,987.00","71,923.00","71,064.00","90,438.00","36,575.00","13,921.00"
,,Soggiorno cautelare,66.92%,4,"213,423.00","102,340.00","111,083.00","142,816.00","71,715.00","71,101.00","75,011.00","40,565.00","24,736.00"
,,Trattenute contributi sindacali,67.25%,7,"213,423.00","102,340.00","111,083.00","143,532.00","72,127.00","71,405.00","53,637.00","75,133.00","13,232.00"
,Siena Total,,67.47%,45,"2,561,076.00","1,228,080.00","1,332,996.00","1,727,960.00","868,200.00","859,760.00","821,012.00","740,446.00","143,812.00"
TOSCANA Total,,,64.41%,450,"36,142,284.00","17,252,292.00","18,889,992.00","23,278,307.00","11,525,326.00","11,752,981.00","11,190,946.00","10,151,575.00","1,616,411.00"
TRENTINO A.ADIGE,Bolzano,Autorizzazione al commercio,54.90%,6,"363,104.00","176,959.00","186,145.00","199,349.00","98,238.00","101,111.00","60,402.00","112,014.00","24,773.00"
,,Concessioni televisive nazionali,55.42%,0,"363,104.00","176,959.00","186,145.00","201,225.00","99,249.00","101,976.00","117,980.00","68,984.00","12,677.00"
,,Contrattazione pubblico impiego,54.81%,3,"363,104.00","176,959.00","186,145.00","199,015.00","98,160.00","100,855.00","78,655.00","92,355.00","25,671.00"
,,Interruzioni pubblicitarie,55.42%,0,"363,104.00","176,959.00","186,145.00","201,231.00","99,245.00","101,986.00","123,147.00","63,764.00","12,741.00"
,,Legge elettorale comuni,55.01%,8,"363,104.00","176,959.00","186,145.00","199,731.00","98,579.00","101,152.00","75,800.00","100,233.00","21,535.00"
,,Orari esercizi commerciali,55.00%,9,"363,104.00","176,959.00","186,145.00","199,695.00","98,498.00","101,197.00","69,558.00","105,638.00","22,102.00"
,,Privatizzazione RAI,55.01%,5,"363,104.00","176,959.00","186,145.00","199,734.00","98,554.00","101,180.00","76,040.00","103,313.00","18,385.00"
,,Raccolta pubblicita' radiotelevisiva,55.37%,0,"363,104.00","176,959.00","186,145.00","201,039.00","99,134.00","101,905.00","114,400.00","69,627.00","15,113.00"
,,Rappresentanze sindacali (richiesta massimale),54.81%,1,"363,104.00","176,959.00","186,145.00","199,023.00","98,191.00","100,832.00","72,965.00","96,427.00","26,994.00"
,,Rappresentanze sindacali (richiesta minimale),54.80%,2,"363,104.00","176,959.00","186,145.00","198,977.00","98,148.00","100,829.00","77,796.00","89,760.00","29,118.00"
,,Soggiorno cautelare,54.95%,4,"363,104.00","176,959.00","186,145.00","199,523.00","98,458.00","101,065.00","132,785.00","45,031.00","19,161.00"
,,Trattenute contributi sindacali,54.93%,7,"363,104.00","176,959.00","186,145.00","199,454.00","98,369.00","101,085.00","93,139.00","78,380.00","25,878.00"
,Bolzano Total,,55.03%,45,"4,357,248.00","2,123,508.00","2,233,740.00","2,397,996.00","1,182,823.00","1,215,173.00","1,092,667.00","1,025,526.00","254,148.00"
,Trento,Autorizzazione al commercio,63.68%,6,"386,214.00","185,904.00","200,310.00","245,946.00","120,418.00","125,528.00","79,757.00","142,501.00","19,762.00"
,,Concessioni televisive nazionali,64.85%,0,"386,214.00","185,904.00","200,310.00","250,473.00","122,922.00","127,551.00","115,285.00","124,885.00","7,634.00"
,,Contrattazione pubblico impiego,63.30%,3,"386,214.00","185,904.00","200,310.00","244,465.00","119,902.00","124,563.00","123,042.00","92,898.00","24,147.00"
,,Interruzioni pubblicitarie,64.87%,0,"386,214.00","185,904.00","200,310.00","250,553.00","122,795.00","127,758.00","121,076.00","119,730.00","7,336.00"
,,Legge elettorale comuni,63.29%,8,"386,214.00","185,904.00","200,310.00","244,445.00","119,275.00","125,170.00","110,873.00","108,134.00","22,687.00"
,,Orari esercizi commerciali,63.72%,9,"386,214.00","185,904.00","200,310.00","246,093.00","120,548.00","125,545.00","90,086.00","135,889.00","17,132.00"
,,Privatizzazione RAI,63.80%,5,"386,214.00","185,904.00","200,310.00","246,422.00","120,856.00","125,566.00","122,839.00","103,438.00","16,765.00"
,,Raccolta pubblicita' radiotelevisiva,64.77%,0,"386,214.00","185,904.00","200,310.00","250,156.00","122,786.00","127,370.00","117,605.00","121,264.00","8,755.00"
,,Rappresentanze sindacali (richiesta massimale),63.33%,1,"386,214.00","185,904.00","200,310.00","244,591.00","119,956.00","124,635.00","105,447.00","114,306.00","20,599.00"
,,Rappresentanze sindacali (richiesta minimale),63.26%,2,"386,214.00","185,904.00","200,310.00","244,309.00","119,737.00","124,572.00","118,184.00","98,854.00","23,201.00"
,,Soggiorno cautelare,63.81%,4,"386,214.00","185,904.00","200,310.00","246,429.00","120,929.00","125,500.00","168,485.00","57,088.00","17,089.00"
,,Trattenute contributi sindacali,63.62%,7,"386,214.00","185,904.00","200,310.00","245,719.00","120,459.00","125,260.00","126,702.00","96,172.00","19,430.00"
,Trento Total,,63.86%,45,"4,634,568.00","2,230,848.00","2,403,720.00","2,959,601.00","1,450,583.00","1,509,018.00","1,399,381.00","1,315,159.00","204,537.00"
TRENTINO A.ADIGE Total,,,59.58%,90,"8,991,816.00","4,354,356.00","4,637,460.00","5,357,597.00","2,633,406.00","2,724,191.00","2,492,048.00","2,340,685.00","458,685.00"
UMBRIA,Perugia,Autorizzazione al commercio,61.93%,6,"508,578.00","244,811.00","263,767.00","314,939.00","159,011.00","155,928.00","88,712.00","192,641.00","27,546.00"
